code_insee,nom_commune,code_departement,code_region,annee,nb_mutations,nb_maisons,nb_appartements,prop_maison,prop_appartement,prix_moyen,prix_m2_moyen,surface_moyenne,population,latitude,longitude
65135,Castillon,65,76.0,2024,2,2.0,0.0,0.0,100.0,122500,1644,72,73.0,43.0951,0.2219
65136,Caubous,65,76.0,2024,1,1.0,0.0,0.0,100.0,80000,1000,80,32.0,43.2406,0.4706
65137,Caussade-Rivière,65,76.0,2024,1,1.0,0.0,0.0,100.0,138400,1203,115,99.0,43.5181,0.0113
65138,Cauterets,65,76.0,2024,157,8.0,149.0,95.0,5.0,133483,3596,38,829.0,42.8656,-0.143
65141,Cazaux-Fréchet-Anéran-Camors,65,76.0,2024,5,5.0,0.0,0.0,100.0,273060,3566,87,68.0,42.8433,0.4382
65142,Chelle-Debat,65,76.0,2024,4,4.0,0.0,0.0,100.0,232391,1889,132,220.0,43.3014,0.2372
65143,Chelle-Spou,65,76.0,2024,2,2.0,0.0,0.0,100.0,210000,2064,99,106.0,43.1427,0.2476
65146,Chis,65,76.0,2024,2,2.0,0.0,0.0,100.0,140245,1771,81,297.0,43.2972,0.114
65147,Cieutat,65,76.0,2024,9,9.0,0.0,0.0,100.0,160733,1337,120,603.0,43.1261,0.213
65148,Cizos,65,76.0,2024,1,1.0,0.0,0.0,100.0,260210,1942,134,136.0,43.2629,0.4898
65149,Clarac,65,76.0,2024,1,1.0,0.0,0.0,100.0,90000,1200,75,160.0,43.2181,0.2544
65150,Clarens,65,76.0,2024,7,7.0,0.0,0.0,100.0,143545,1440,103,513.0,43.1519,0.4145
65151,Collongues,65,76.0,2024,1,1.0,0.0,0.0,100.0,140000,1591,88,153.0,43.289,0.1681
65153,Coussan,65,76.0,2024,1,1.0,0.0,0.0,100.0,182000,1255,145,104.0,43.2442,0.2055
65154,Créchets,65,76.0,2024,1,1.0,0.0,0.0,100.0,83000,769,108,45.0,43.0012,0.5667
65156,Dours,65,76.0,2024,1,1.0,0.0,0.0,100.0,199800,2081,96,225.0,43.3083,0.1345
65158,Esbareich,65,76.0,2024,1,1.0,0.0,0.0,100.0,119950,2352,51,83.0,42.9299,0.5736
65159,Escala,65,76.0,2024,1,1.0,0.0,0.0,100.0,116500,1475,79,347.0,43.0879,0.4104
65160,Escaunets,65,76.0,2024,1,1.0,0.0,0.0,100.0,238386,2384,100,117.0,43.3467,-0.0772
65161,Escondeaux,65,76.0,2024,1,1.0,0.0,0.0,100.0,32500,500,65,280.0,43.3482,0.1329
65165,Esparros,65,76.0,2024,2,2.0,0.0,0.0,100.0,75000,1434,55,165.0,43.0109,0.3149
65166,Espèche,65,76.0,2024,2,2.0,0.0,0.0,100.0,195775,2265,85,42.0,43.0618,0.3019
65168,Esquièze-Sère,65,76.0,2024,19,4.0,15.0,79.0,21.0,151649,3128,54,412.0,42.8806,-0.0069
65169,Estaing,65,76.0,2024,2,2.0,0.0,0.0,100.0,143050,2142,105,95.0,42.8882,-0.2035
65170,Estampures,65,76.0,2024,1,1.0,0.0,0.0,100.0,305900,1530,200,73.0,43.3761,0.2852
65173,Esterre,65,76.0,2024,3,3.0,0.0,0.0,100.0,151519,2881,61,184.0,42.8729,0.0114
65180,Fréchet-Aure,65,76.0,2024,2,1.0,1.0,50.0,50.0,137565,2068,65,16.0,42.9296,0.3836
65181,Fréchou-Fréchet,65,76.0,2024,1,1.0,0.0,0.0,100.0,229750,1795,128,173.0,43.1745,0.1648
65182,Gaillagos,65,76.0,2024,1,1.0,0.0,0.0,100.0,133000,1773,75,125.0,42.9948,-0.1817
65183,Galan,65,76.0,2024,4,3.0,1.0,25.0,75.0,189279,1844,103,698.0,43.2229,0.4033
65184,Galez,65,76.0,2024,2,2.0,0.0,0.0,100.0,219535,1796,122,181.0,43.1858,0.4081
65185,Gardères,65,76.0,2024,7,7.0,0.0,0.0,100.0,221858,1814,133,445.0,43.2813,-0.1084
65187,Gaussan,65,76.0,2024,1,1.0,0.0,0.0,100.0,230000,1620,142,99.0,43.2231,0.4779
65189,Gayan,65,76.0,2024,3,3.0,0.0,0.0,100.0,268688,1996,131,264.0,43.3047,0.0485
65191,Gazost,65,76.0,2024,4,4.0,0.0,0.0,100.0,148574,1978,85,132.0,43.0028,0.0252
65192,Gavarnie-Gèdre,65,76.0,2024,6,5.0,1.0,17.0,83.0,164036,3095,56,340.0,42.7571,-0.0054
65194,Générest,65,76.0,2024,1,1.0,0.0,0.0,100.0,45000,900,50,91.0,43.027,0.5151
65195,Génos,65,76.0,2024,2,1.0,1.0,50.0,50.0,190000,3046,60,127.0,42.7627,0.3869
65196,Gensac,65,76.0,2024,1,1.0,0.0,0.0,100.0,232400,2094,111,86.0,43.4338,0.0901
65197,Ger,65,76.0,2024,1,1.0,0.0,0.0,100.0,160000,2000,80,160.0,43.0532,-0.0421
65198,Gerde,65,76.0,2024,13,13.0,0.0,0.0,100.0,181336,2103,85,1196.0,43.0589,0.1794
65199,Germ,65,76.0,2024,25,1.0,24.0,96.0,4.0,120692,2697,42,33.0,42.7736,0.4406
65200,Germs-sur-l'Oussouet,65,76.0,2024,3,3.0,0.0,0.0,100.0,208993,3036,89,99.0,43.039,0.0596
65202,Gez,65,76.0,2024,1,0.0,1.0,100.0,0.0,230000,2091,110,329.0,43.0103,-0.1275
65206,Goudon,65,76.0,2024,4,4.0,0.0,0.0,100.0,213494,1575,139,250.0,43.2457,0.2364
65208,Grailhen,65,76.0,2024,2,2.0,0.0,0.0,100.0,350755,4300,85,22.0,42.8328,0.3721
65209,Grézian,65,76.0,2024,2,1.0,1.0,50.0,50.0,110000,1666,66,87.0,42.8722,0.3531
65211,Guchan,65,76.0,2024,1,1.0,0.0,0.0,100.0,596100,4111,145,151.0,42.8459,0.3464
65212,Guchen,65,76.0,2024,4,3.0,1.0,25.0,75.0,80250,1533,58,301.0,42.8554,0.3238
65216,Hauban,65,76.0,2024,3,3.0,0.0,0.0,100.0,152667,2837,67,94.0,43.0991,0.1646
65218,Hèches,65,76.0,2024,9,8.0,1.0,11.0,89.0,159628,1596,105,577.0,42.998,0.3765
65220,Hibarette,65,76.0,2024,1,1.0,0.0,0.0,100.0,175000,1733,101,232.0,43.1646,0.0384
65223,Horgues,65,76.0,2024,10,10.0,0.0,0.0,100.0,261804,2152,128,1287.0,43.188,0.0809
65224,Houeydets,65,76.0,2024,1,1.0,0.0,0.0,100.0,334500,1672,200,287.0,43.1542,0.3553
65225,Hourc,65,76.0,2024,1,1.0,0.0,0.0,100.0,118000,1326,89,109.0,43.251,0.1724
65226,Ibos,65,76.0,2024,15,15.0,0.0,0.0,100.0,232432,2042,120,2813.0,43.2464,-0.0013
65229,Ilheu,65,76.0,2024,1,1.0,0.0,0.0,100.0,224000,2358,95,55.0,42.9961,0.5984
65230,Izaourt,65,76.0,2024,2,2.0,0.0,0.0,100.0,87100,1363,58,256.0,43.0172,0.6019
65231,Izaux,65,76.0,2024,2,2.0,0.0,0.0,100.0,119250,745,154,210.0,43.0577,0.3771
65234,Jézeau,65,76.0,2024,1,1.0,0.0,0.0,100.0,386710,3223,120,108.0,42.9098,0.4096
65235,Juillan,65,76.0,2024,33,33.0,0.0,0.0,100.0,208846,2214,97,3999.0,43.1991,0.0231
65236,Julos,65,76.0,2024,1,1.0,0.0,0.0,100.0,154500,1931,80,450.0,43.1192,-0.0016
65237,Juncalas,65,76.0,2024,2,2.0,0.0,0.0,100.0,231625,1670,132,174.0,43.0492,-0.0002
65238,Labassère,65,76.0,2024,3,3.0,0.0,0.0,100.0,291010,2266,128,227.0,43.0625,0.09
65239,Labastide,65,76.0,2024,1,1.0,0.0,0.0,100.0,72000,1125,64,147.0,43.0371,0.3508
65240,Labatut-Rivière,65,76.0,2024,9,9.0,0.0,0.0,100.0,145897,1300,114,394.0,43.5257,0.0355
65241,Laborde,65,76.0,2024,2,2.0,0.0,0.0,100.0,101109,1269,68,83.0,43.0333,0.2959
65243,Lafitole,65,76.0,2024,3,3.0,0.0,0.0,100.0,128660,884,173,433.0,43.4495,0.0775
65244,Lagarde,65,76.0,2024,2,2.0,0.0,0.0,100.0,198552,1720,119,530.0,43.3046,0.0216
65245,Lagrange,65,76.0,2024,1,1.0,0.0,0.0,100.0,100000,625,160,261.0,43.1272,0.3482
65247,Arrayou-Lahitte,65,76.0,2024,2,2.0,0.0,0.0,100.0,157558,3426,61,99.0,43.092,0.0437
65248,Lahitte-Toupière,65,76.0,2024,5,5.0,0.0,0.0,100.0,148210,1472,103,263.0,43.4573,-0.0121
65250,Lalanne-Trie,65,76.0,2024,2,2.0,0.0,0.0,100.0,180000,1688,105,118.0,43.3114,0.3393
65251,Laloubère,65,76.0,2024,22,20.0,2.0,9.0,91.0,227650,2085,109,1846.0,43.2079,0.0766
65252,Lamarque-Pontacq,65,76.0,2024,6,6.0,0.0,0.0,100.0,209288,2011,103,862.0,43.1628,-0.1015
65254,Laméac,65,76.0,2024,3,3.0,0.0,0.0,100.0,113044,1254,97,156.0,43.3313,0.2295
65255,Lançon,65,76.0,2024,1,1.0,0.0,0.0,100.0,228220,2926,78,34.0,42.8827,0.3683
65256,Lanespède,65,76.0,2024,1,1.0,0.0,0.0,100.0,99000,1904,52,144.0,43.1651,0.2744
65257,Lanne,65,76.0,2024,2,2.0,0.0,0.0,100.0,267375,1736,162,598.0,43.1609,0.004
65258,Lannemezan,65,76.0,2024,70,34.0,36.0,51.0,49.0,97469,1250,79,5811.0,43.1248,0.3966
65259,Lansac,65,76.0,2024,1,1.0,0.0,0.0,100.0,129000,2529,51,185.0,43.2217,0.1734
65260,Lapeyre,65,76.0,2024,1,1.0,0.0,0.0,100.0,170000,1076,158,90.0,43.324,0.331
65262,Larreule,65,76.0,2024,7,6.0,1.0,14.0,86.0,160803,1140,147,379.0,43.4416,0.018
65264,Lascazères,65,76.0,2024,3,3.0,0.0,0.0,100.0,112333,1108,107,320.0,43.4954,-0.0298
65265,Laslades,65,76.0,2024,3,3.0,0.0,0.0,100.0,199833,1694,122,357.0,43.2293,0.1687
65267,Lau-Balagnas,65,76.0,2024,6,5.0,1.0,17.0,83.0,238167,2818,86,501.0,42.9918,-0.0918
65268,Layrisse,65,76.0,2024,2,2.0,0.0,0.0,100.0,152500,1452,108,249.0,43.1377,0.0496
65269,Lescurry,65,76.0,2024,1,1.0,0.0,0.0,100.0,25000,417,60,161.0,43.3387,0.1557
65271,Lézignan,65,76.0,2024,3,3.0,0.0,0.0,100.0,125567,1145,115,355.0,43.0999,-0.0047
65272,Lhez,65,76.0,2024,2,2.0,0.0,0.0,100.0,179500,1767,89,76.0,43.2025,0.1962
65273,Liac,65,76.0,2024,1,1.0,0.0,0.0,100.0,113000,890,127,200.0,43.4146,0.1003
65274,Libaros,65,76.0,2024,2,2.0,0.0,0.0,100.0,129500,1198,117,133.0,43.2493,0.3902
65277,Lombrès,65,76.0,2024,1,1.0,0.0,0.0,100.0,95000,1357,70,87.0,43.0507,0.511
65279,Lortet,65,76.0,2024,2,2.0,0.0,0.0,100.0,85222,1340,73,210.0,43.0378,0.3768
65280,Loubajac,65,76.0,2024,2,2.0,0.0,0.0,100.0,156250,1696,98,445.0,43.1421,-0.0869
65282,Loudenvielle,65,76.0,2024,12,2.0,10.0,83.0,17.0,282632,5461,50,374.0,42.7537,0.4387
65283,Loudervielle,65,76.0,2024,2,1.0,1.0,50.0,50.0,368590,3724,89,49.0,42.8041,0.4381
65284,Louey,65,76.0,2024,7,7.0,0.0,0.0,100.0,239723,2149,119,1124.0,43.1796,0.0194
65286,Lourdes,65,76.0,2024,281,93.0,188.0,67.0,33.0,108640,1505,75,13266.0,43.109,-0.0806
65287,Loures-Barousse,65,76.0,2024,6,6.0,0.0,0.0,100.0,139242,1567,90,683.0,43.0265,0.604
65288,Lubret-Saint-Luc,65,76.0,2024,1,1.0,0.0,0.0,100.0,150100,956,157,61.0,43.3157,0.2967
65290,Luc,65,76.0,2024,1,1.0,0.0,0.0,100.0,178000,1060,168,171.0,43.1488,0.1819
65292,Luquet,65,76.0,2024,2,2.0,0.0,0.0,100.0,209525,1943,104,426.0,43.2615,-0.1175
65294,Lutilhous,65,76.0,2024,3,3.0,0.0,0.0,100.0,187890,1910,100,210.0,43.1321,0.3253
65295,Luz-Saint-Sauveur,65,76.0,2024,33,5.0,28.0,85.0,15.0,117250,2892,43,900.0,42.8357,0.0175
65296,Madiran,65,76.0,2024,2,2.0,0.0,0.0,100.0,150045,770,210,424.0,43.5503,-0.0587
65298,Marquerie,65,76.0,2024,3,3.0,0.0,0.0,100.0,189333,2276,85,82.0,43.26,0.2107
65299,Marsac,65,76.0,2024,3,3.0,0.0,0.0,100.0,190608,1912,103,235.0,43.3312,0.0856
65301,Marseillan,65,76.0,2024,1,1.0,0.0,0.0,100.0,65000,739,88,269.0,43.3027,0.2129
65303,Mascaras,65,76.0,2024,2,2.0,0.0,0.0,100.0,210250,2014,111,361.0,43.1949,0.1742
65304,Maubourguet,65,76.0,2024,35,35.0,0.0,0.0,100.0,146098,1362,109,2242.0,43.4694,0.0387
65305,Mauléon-Barousse,65,76.0,2024,5,4.0,1.0,20.0,80.0,67450,1495,55,102.0,42.9493,0.581
65306,Mauvezin,65,76.0,2024,3,3.0,0.0,0.0,100.0,130450,1285,98,243.0,43.1196,0.2868
65307,Mazères-de-Neste,65,76.0,2024,3,3.0,0.0,0.0,100.0,132933,1277,107,350.0,43.0798,0.5432
65309,Mazouau,65,76.0,2024,1,1.0,0.0,0.0,100.0,397200,2630,151,13.0,43.0268,0.402
65311,Mingot,65,76.0,2024,1,1.0,0.0,0.0,100.0,385000,1667,231,99.0,43.3757,0.1719
65313,Momères,65,76.0,2024,5,5.0,0.0,0.0,100.0,244736,1918,134,722.0,43.1751,0.0767
65314,Monfaucon,65,76.0,2024,4,4.0,0.0,0.0,100.0,116052,1056,110,198.0,43.4557,0.1207
65315,Monléon-Magnoac,65,76.0,2024,5,5.0,0.0,0.0,100.0,132606,1379,102,405.0,43.2305,0.5201
65316,Monlong,65,76.0,2024,1,1.0,0.0,0.0,100.0,180000,2000,90,108.0,43.196,0.468
65318,Montastruc,65,76.0,2024,1,1.0,0.0,0.0,100.0,85000,649,131,237.0,43.2118,0.3448
65319,Montégut,65,76.0,2024,2,2.0,0.0,0.0,100.0,162930,836,192,126.0,43.0497,0.4984
65320,Montgaillard,65,76.0,2024,6,6.0,0.0,0.0,100.0,155026,2726,86,816.0,43.1214,0.1155
65321,Montignac,65,76.0,2024,1,1.0,0.0,0.0,100.0,235000,2527,93,135.0,43.1828,0.1497
65322,Montoussé,65,76.0,2024,3,3.0,0.0,0.0,100.0,111667,1072,113,250.0,43.0605,0.4089
65324,Moulédous,65,76.0,2024,2,2.0,0.0,0.0,100.0,206900,1552,134,209.0,43.2205,0.2353
65327,Nestier,65,76.0,2024,1,1.0,0.0,0.0,100.0,235000,1808,130,206.0,43.0603,0.4769
65329,Nistos,65,76.0,2024,3,3.0,0.0,0.0,100.0,95000,978,121,212.0,42.9907,0.4589
65330,Nouilhan,65,76.0,2024,1,1.0,0.0,0.0,100.0,350000,1477,237,231.0,43.4257,0.0437
65331,Odos,65,76.0,2024,31,30.0,1.0,3.0,97.0,211123,1894,112,3265.0,43.1949,0.0531
65332,Oléac-Debat,65,76.0,2024,1,1.0,0.0,0.0,100.0,100000,1351,74,189.0,43.2721,0.1411
65334,Omex,65,76.0,2024,1,1.0,0.0,0.0,100.0,110000,1222,90,217.0,43.0821,-0.0962
65335,Ordizan,65,76.0,2024,6,6.0,0.0,0.0,100.0,183249,1818,114,513.0,43.1068,0.1384
65337,Orieux,65,76.0,2024,1,1.0,0.0,0.0,100.0,174000,1977,88,110.0,43.2348,0.2922
65338,Orignac,65,76.0,2024,1,1.0,0.0,0.0,100.0,65000,1226,53,253.0,43.1236,0.1695
65340,Orleix,65,76.0,2024,17,17.0,0.0,0.0,100.0,190498,1741,114,1910.0,43.2762,0.1167
65341,Oroix,65,76.0,2024,1,1.0,0.0,0.0,100.0,263300,1350,195,99.0,43.2948,-0.0206
65343,Ossen,65,76.0,2024,2,2.0,0.0,0.0,100.0,332058,2872,114,240.0,43.0663,-0.0798
65344,Ossun,65,76.0,2024,19,18.0,1.0,5.0,95.0,172842,1620,114,2358.0,43.1827,-0.0373
65345,Ossun-ez-Angles,65,76.0,2024,2,2.0,0.0,0.0,100.0,211870,2349,90,57.0,43.0802,0.0563
65346,Oueilloux,65,76.0,2024,1,1.0,0.0,0.0,100.0,233520,1899,123,148.0,43.1778,0.1788
65350,Oursbelille,65,76.0,2024,13,13.0,0.0,0.0,100.0,190644,1761,104,1222.0,43.2865,0.0349
65351,Ousté,65,76.0,2024,1,1.0,0.0,0.0,100.0,93530,3118,30,35.0,43.047,-0.014
65352,Ouzous,65,76.0,2024,1,1.0,0.0,0.0,100.0,310000,3647,85,199.0,43.0359,-0.1042
65353,Ozon,65,76.0,2024,2,2.0,0.0,0.0,100.0,173910,2386,73,239.0,43.1683,0.2607
65354,Pailhac,65,76.0,2024,1,1.0,0.0,0.0,100.0,160000,2286,70,85.0,42.9118,0.3677
65355,Paréac,65,76.0,2024,1,1.0,0.0,0.0,100.0,148500,1031,144,73.0,43.1159,0.0202
65360,Peyrouse,65,76.0,2024,1,1.0,0.0,0.0,100.0,48000,533,90,275.0,43.1102,-0.1145
65361,Peyrun,65,76.0,2024,1,1.0,0.0,0.0,100.0,105000,1105,95,106.0,43.3308,0.1908
65362,Pierrefitte-Nestalas,65,76.0,2024,17,11.0,6.0,35.0,65.0,157752,1990,80,1092.0,42.9606,-0.0742
65363,Pinas,65,76.0,2024,3,3.0,0.0,0.0,100.0,132561,965,140,441.0,43.1169,0.4421
65366,Poueyferré,65,76.0,2024,6,6.0,0.0,0.0,100.0,266767,2007,142,827.0,43.1198,-0.0814
65367,Poumarous,65,76.0,2024,1,1.0,0.0,0.0,100.0,180000,1000,180,148.0,43.1573,0.2179
65368,Pouy,65,76.0,2024,2,2.0,0.0,0.0,100.0,213000,1768,121,40.0,43.2627,0.5569
65369,Pouyastruc,65,76.0,2024,7,7.0,0.0,0.0,100.0,201728,1731,122,664.0,43.2693,0.1715
65370,Pouzac,65,76.0,2024,13,10.0,3.0,23.0,77.0,171113,1979,99,1099.0,43.0788,0.1304
65371,Préchac,65,76.0,2024,3,3.0,0.0,0.0,100.0,220357,1556,176,235.0,42.993,-0.0689
65372,Pujo,65,76.0,2024,3,3.0,0.0,0.0,100.0,213000,1330,160,671.0,43.3427,0.0652
65374,Puydarrieux,65,76.0,2024,1,1.0,0.0,0.0,100.0,90000,682,132,226.0,43.2895,0.4006
65375,Rabastens-de-Bigorre,65,76.0,2024,18,17.0,1.0,6.0,94.0,109608,1334,89,1483.0,43.386,0.1579
65376,Recurt,65,76.0,2024,1,1.0,0.0,0.0,100.0,169420,941,180,201.0,43.1972,0.4324
65378,Ricaud,65,76.0,2024,1,1.0,0.0,0.0,100.0,97000,1386,70,72.0,43.1467,0.2726
65380,Sabalos,65,76.0,2024,3,3.0,0.0,0.0,100.0,203717,1841,111,148.0,43.2841,0.1448
65383,Sadournin,65,76.0,2024,1,1.0,0.0,0.0,100.0,299195,2152,139,190.0,43.3196,0.4126
65384,Sailhan,65,76.0,2024,4,3.0,1.0,25.0,75.0,164694,2333,89,172.0,42.8079,0.3307
65386,Saint-Créac,65,76.0,2024,2,2.0,0.0,0.0,100.0,129000,1648,80,99.0,43.0611,-0.0201
65387,Saint-Lanne,65,76.0,2024,3,3.0,0.0,0.0,100.0,174377,1586,127,119.0,43.5866,-0.0656
65388,Saint-Lary-Soulan,65,76.0,2024,144,12.0,132.0,92.0,8.0,129953,3361,39,837.0,42.7483,0.266
65389,Saint-Laurent-de-Neste,65,76.0,2024,7,7.0,0.0,0.0,100.0,136311,1299,110,964.0,43.0919,0.4799
65390,Saint-Lézer,65,76.0,2024,7,7.0,0.0,0.0,100.0,181850,1589,118,435.0,43.3585,0.0278
65392,Saint-Martin,65,76.0,2024,2,2.0,0.0,0.0,100.0,277000,2142,129,436.0,43.1683,0.0667
65393,Saint-Pastous,65,76.0,2024,1,1.0,0.0,0.0,100.0,371500,3505,106,149.0,43.0175,-0.0417
65394,Saint-Paul,65,76.0,2024,3,2.0,1.0,33.0,67.0,172360,2176,91,324.0,43.0906,0.5136
65395,Saint-Pé-de-Bigorre,65,76.0,2024,19,16.0,3.0,16.0,84.0,122564,1227,101,1144.0,43.0872,-0.1542
65396,Saint-Savin,65,76.0,2024,2,0.0,2.0,100.0,0.0,107905,2732,38,364.0,42.9739,-0.0913
65397,Saint-Sever-de-Rustan,65,76.0,2024,1,1.0,0.0,0.0,100.0,220000,948,232,156.0,43.3528,0.239
65398,Saléchan,65,76.0,2024,2,2.0,0.0,0.0,100.0,132550,1477,86,242.0,42.9526,0.6307
65399,Saligos,65,76.0,2024,2,2.0,0.0,0.0,100.0,289060,1718,168,88.0,42.8975,-0.0145
65400,Salles,65,76.0,2024,5,5.0,0.0,0.0,100.0,195134,1610,124,258.0,43.0298,-0.1673
65401,Salles-Adour,65,76.0,2024,3,3.0,0.0,0.0,100.0,263667,2483,104,568.0,43.1868,0.102
65404,Sariac-Magnoac,65,76.0,2024,5,5.0,0.0,0.0,100.0,161855,1086,139,162.0,43.3104,0.555
65405,Sarlabous,65,76.0,2024,1,1.0,0.0,0.0,100.0,267400,2674,100,79.0,43.0761,0.2802
65407,Sarp,65,76.0,2024,2,2.0,0.0,0.0,100.0,75000,772,88,106.0,43.0172,0.577
65408,Sarrancolin,65,76.0,2024,9,6.0,3.0,33.0,67.0,118147,1340,102,546.0,42.9593,0.4043
65409,Sarriac-Bigorre,65,76.0,2024,3,3.0,0.0,0.0,100.0,105587,914,109,271.0,43.3882,0.1171
65410,Sarrouilles,65,76.0,2024,5,5.0,0.0,0.0,100.0,176548,1398,127,551.0,43.2316,0.1314
65412,Sauveterre,65,76.0,2024,2,2.0,0.0,0.0,100.0,289242,2048,140,157.0,43.4769,0.1035
65413,Sazos,65,76.0,2024,6,5.0,1.0,17.0,83.0,225772,3004,82,159.0,42.8613,-0.0451
65416,Seich,65,76.0,2024,1,1.0,0.0,0.0,100.0,97800,1075,91,89.0,43.0015,0.5
65417,Séméac,65,76.0,2024,56,50.0,6.0,11.0,89.0,160071,1883,89,5236.0,43.2248,0.1108
65418,Sénac,65,76.0,2024,2,2.0,0.0,0.0,100.0,184347,1668,112,294.0,43.3582,0.1873
65420,Sère-en-Lavedan,65,76.0,2024,1,1.0,0.0,0.0,100.0,214000,2675,80,86.0,43.02,-0.1301
65421,Sère-Lanso,65,76.0,2024,2,2.0,0.0,0.0,100.0,119000,996,130,37.0,43.068,0.0162
65422,Séron,65,76.0,2024,3,3.0,0.0,0.0,100.0,219000,1424,159,328.0,43.3226,-0.0921
65424,Sers,65,76.0,2024,4,3.0,1.0,25.0,75.0,158450,3837,44,104.0,42.9101,0.0785
65425,Siarrouy,65,76.0,2024,2,2.0,0.0,0.0,100.0,279900,1806,148,453.0,43.3238,0.0341
65427,Siradan,65,76.0,2024,1,1.0,0.0,0.0,100.0,195000,3000,65,287.0,42.9708,0.617
65429,Sombrun,65,76.0,2024,7,7.0,0.0,0.0,100.0,192557,1570,138,194.0,43.4816,-0.0017
65431,Sost,65,76.0,2024,5,5.0,0.0,0.0,100.0,93770,1038,105,97.0,42.8997,0.557
65432,Soublecause,65,76.0,2024,2,2.0,0.0,0.0,100.0,137500,1266,115,173.0,43.5345,-0.0281
65433,Soues,65,76.0,2024,37,32.0,5.0,14.0,86.0,183177,1880,101,2988.0,43.2067,0.0991
65435,Soulom,65,76.0,2024,2,2.0,0.0,0.0,100.0,133340,1718,82,293.0,42.9513,-0.0721
65436,Souyeaux,65,76.0,2024,4,4.0,0.0,0.0,100.0,179065,1518,122,296.0,43.2412,0.164
65439,Tarasteix,65,76.0,2024,1,1.0,0.0,0.0,100.0,75000,872,86,267.0,43.3174,-0.0055
65440,Tarbes,65,76.0,2024,733,191.0,542.0,74.0,26.0,111243,1550,73,44399.0,43.2387,0.0653
65441,Thèbe,65,76.0,2024,3,3.0,0.0,0.0,100.0,80333,1036,85,97.0,42.9558,0.5996
65442,Thermes-Magnoac,65,76.0,2024,3,3.0,0.0,0.0,100.0,126667,1141,106,240.0,43.2986,0.6055
65444,Tibiran-Jaunac,65,76.0,2024,1,1.0,0.0,0.0,100.0,140000,1321,106,327.0,43.0539,0.5481
65445,Tilhouse,65,76.0,2024,2,2.0,0.0,0.0,100.0,137000,1954,82,225.0,43.0841,0.3181
65446,Tostat,65,76.0,2024,10,10.0,0.0,0.0,100.0,164640,1520,116,550.0,43.332,0.1108
65447,Tournay,65,76.0,2024,16,15.0,1.0,6.0,94.0,124250,1470,89,1362.0,43.1843,0.2455
65448,Tournous-Darré,65,76.0,2024,2,2.0,0.0,0.0,100.0,188500,1237,150,76.0,43.2884,0.3557
65450,Tramezaïgues,65,76.0,2024,1,1.0,0.0,0.0,100.0,210000,4200,50,30.0,42.7601,0.2519
65451,Trébons,65,76.0,2024,3,3.0,0.0,0.0,100.0,166580,1241,139,760.0,43.0952,0.1071
65452,Trie-sur-Baïse,65,76.0,2024,15,15.0,0.0,0.0,100.0,102059,990,105,1006.0,43.3144,0.3639
65453,Troubat,65,76.0,2024,3,3.0,0.0,0.0,100.0,123267,1420,84,75.0,42.9752,0.5802
65455,Tuzaguet,65,76.0,2024,6,6.0,0.0,0.0,100.0,141618,1156,126,440.0,43.0832,0.4427
65456,Uglas,65,76.0,2024,2,2.0,0.0,0.0,100.0,166740,1616,104,274.0,43.1417,0.4405
65457,Ugnouas,65,76.0,2024,1,1.0,0.0,0.0,100.0,250500,1869,134,87.0,43.3421,0.1043
65459,Uzer,65,76.0,2024,2,2.0,0.0,0.0,100.0,120000,1090,100,103.0,43.0784,0.1915
65460,Vic-en-Bigorre,65,76.0,2024,49,34.0,15.0,31.0,69.0,112437,1402,84,4845.0,43.3926,0.0481
65462,Vidouze,65,76.0,2024,7,7.0,0.0,0.0,100.0,122018,1157,128,230.0,43.4377,-0.0436
65463,Viella,65,76.0,2024,3,3.0,0.0,0.0,100.0,140454,2823,54,83.0,42.8699,0.0227
65464,Vielle-Adour,65,76.0,2024,3,3.0,0.0,0.0,100.0,95385,1399,60,479.0,43.1439,0.1293
65465,Vielle-Aure,65,76.0,2024,21,1.0,20.0,95.0,5.0,147712,3630,43,315.0,42.8497,0.2292
65467,Vier-Bordes,65,76.0,2024,4,4.0,0.0,0.0,100.0,368225,3498,100,96.0,42.9928,-0.0299
65468,Vieuzos,65,76.0,2024,1,1.0,0.0,0.0,100.0,126000,1260,100,51.0,43.2545,0.4477
65469,Viey,65,76.0,2024,1,0.0,1.0,100.0,0.0,105000,2917,36,17.0,42.8949,0.0196
65470,Viger,65,76.0,2024,1,1.0,0.0,0.0,100.0,219800,2498,88,141.0,43.0608,-0.0598
65471,Vignec,65,76.0,2024,12,4.0,8.0,67.0,33.0,207873,3786,56,191.0,42.819,0.2842
65472,Villefranque,65,76.0,2024,1,1.0,0.0,0.0,100.0,137000,1054,130,74.0,43.5005,-0.0019
65473,Villelongue,65,76.0,2024,5,5.0,0.0,0.0,100.0,310454,2280,139,347.0,42.9389,-0.021
65474,Villembits,65,76.0,2024,1,1.0,0.0,0.0,100.0,18100,393,46,109.0,43.2812,0.3192
65475,Villemur,65,76.0,2024,1,1.0,0.0,0.0,100.0,187320,1819,103,67.0,43.249,0.5583
65477,Villenave-près-Marsac,65,76.0,2024,1,1.0,0.0,0.0,100.0,228132,2453,93,110.0,43.3399,0.0871
65478,Viscos,65,76.0,2024,1,1.0,0.0,0.0,100.0,172000,2150,80,35.0,42.9172,-0.0528
